macro_f1_test,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.5889429125556358,13.080642700195312,True,,,1,ea81131d99c5463a8fcff8a3b3097f16,2020-12-29_17-52-02,1609260722,13.080642700195312,10023,vm-modeling-of-earths-radiation-environment,192.168.0.49,13.080642700195312,0,1,fce69_00013,"13_C=74,degree=3,kernel=poly,max_iter=6137"
