macro_f1_test,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.48836411635520305,10.600713729858398,True,,,1,1bb0ed2db67e4465a63f6a6d323f33f7,2020-12-29_17-51-47,1609260707,10.600713729858398,9986,vm-modeling-of-earths-radiation-environment,192.168.0.49,10.600713729858398,0,1,fce69_00010,"10_C=72,degree=4,kernel=linear,max_iter=6216"
