macro_f1_test,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.6507266198464257,14.065795183181763,True,,,1,dcd48cdd95704917979c354c0b693605,2020-12-29_17-52-09,1609260729,14.065795183181763,10057,vm-modeling-of-earths-radiation-environment,192.168.0.49,14.065795183181763,0,1,fce69_00014,"14_C=89,degree=2,kernel=linear,max_iter=8543"
