macro_f1_test,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
0.7267439833822962,28.531216144561768,False,,,1,3a7e3a3f1adf4ee199a4dee5c52d92fe,2020-12-29_17-51-35,1609260695,28.531216144561768,9777,vm-modeling-of-earths-radiation-environment,192.168.0.49,28.531216144561768,0,1,fce69_00003,"3_C=16,degree=6,kernel=rbf,max_iter=9505"
